V,D1,D1_err,D2,D2_err,de_Broglie,de_Broglie_err,bragg_1,bragg_1_err,bragg_2,bragg_2_err
2.0,3.745,0.5099999999999998,6.32,0.8099999999999996,27.430898303136757,0.6857724575784189,29.33335443952255,4.092518747205168,28.21965905911529,3.878125776827028
2.5,3.395,0.20999999999999996,5.692500000000001,0.4950000000000001,24.53494131587897,0.4906988263175794,26.625584406457108,1.679989548915201,25.512238893143596,2.3471740074145195
3.0,3.0300000000000002,0.3400000000000003,5.1475,0.5950000000000006,22.397234676287322,0.3732872446047888,23.791354959604433,2.712192881847758,23.137405072108745,2.8003223215179838
3.5,2.7875,0.3849999999999998,4.76,0.45999999999999996,20.73581004262958,0.2962258577518512,21.90298299330648,3.0658832208400093,21.43666624609438,2.1545482381645336
4.0,2.5775,0.33499999999999996,4.4350000000000005,0.4400000000000004,19.39657420418656,0.242457177552332,20.264528378764616,2.664064081310483,20.00295885959449,2.053204714412078
4.5,2.4475,0.36499999999999977,4.2125,0.33499999999999996,18.287265535424506,0.20319183928249449,19.24887336171708,2.90033577573863,19.017809987944087,1.5595049582495486
